"","Ad1","Ad2","Ad3","Ad1 CD3CD28","Ad2 CD3CD28","Ad3 CD3CD28"
"GPATCH8",4648,3982,3800,3033,4254,3497
"RN7SL258P",5,6,2,3,4,0
"AC103703.1",2,3,1,3,9,0
"FZD2",7,1,6,2,1,0
"MEIOC",0,1,0,3,3,4
"CCDC43",657,472,546,639,852,790
"AC091152.2",18,3,10,16,16,7
"AC091152.4",2,3,2,4,3,4
"DBF4B",325,320,292,366,485,552
"AC091152.1",0,0,1,0,1,0
"ADAM11",32,28,27,14,16,15
"AC005180.2",0,0,1,0,0,0
"AC005180.1",0,0,0,0,1,0
"GJC1",2,8,0,100,105,123
"EFTUD2",3407,2710,2789,3694,5073,6093
"CCDC103",0,1,0,0,1,1
"GFAP",0,1,1,0,1,1
"KIF18B",1,0,2,484,487,727
"MIR6783",0,0,0,0,0,0
"AC015936.1",0,0,0,1,0,0
"C1QL1",0,0,0,3,1,2
"DCAKD",698,590,616,493,650,686
"NMT1",6170,5032,4951,4591,6523,6232
"PLCD3",84,57,58,25,44,29
"MIR6784",0,0,1,0,0,0
"ACBD4",1433,1222,1348,721,971,867
"AC142472.1",72,68,54,61,79,42
"HEXIM1",2810,2007,2080,1766,2878,2139
"AC138150.1",135,70,107,90,130,36
"HEXIM2",201,139,159,122,201,175
"AC138150.2",14,6,10,23,18,15
"AC008105.3",4967,3731,4126,6019,7271,5242
"FMNL1",14539,11129,11818,10870,13531,11702
"AC008105.1",188,260,207,106,190,133
"AC008105.2",35,54,42,13,37,27
"MAP3K14-AS1",418,456,497,246,375,292
"SPATA32",12,10,5,5,12,11
"MAP3K14",1709,1261,1331,2210,2380,2075
"ARHGAP27",722,554,650,563,732,641
"AC003070.1",0,1,0,0,0,0
"PLEKHM1",190,202,171,109,181,126
"LRRC37A4P",45,56,73,20,29,44
"AC091132.1",1,0,1,0,0,0
"AC091132.4",10,7,5,3,5,10
"AC091132.5",0,0,0,0,2,2
"LINC02210",29,28,23,19,23,21
"MAPT",3,2,4,0,2,0
"KANSL1",699,657,595,448,636,459
"KANSL1-AS1",42,29,10,28,20,11
"ARL17B",27,29,2,22,28,1
"LRRC37A",67,10,0,49,13,0
"NSFP1",17,9,0,11,11,0
"LRRC37A2",31,19,3,19,26,5
"ARL17A",17,3,0,10,14,1
"FAM215B",0,1,0,0,0,0
"NSF",165,122,146,178,234,193
"RPS7P11",0,1,0,0,0,0
"WNT3",1,0,0,0,0,0
"LINC01974",0,0,0,1,0,0
"AC005670.1",1,1,2,1,0,2
"GOSR2",1771,1432,1506,1412,2016,1750
"MIR5089",0,0,2,1,0,0
"RPRML",0,0,0,0,0,0
"LRRC37A17P",4,11,31,0,14,15
"AC068152.1",174,119,87,162,159,86
"CDC27",2179,1339,1484,1863,2610,1849
"AC002558.1",2,3,3,4,9,6
"AC002558.3",7,8,4,6,13,5
"AC002558.2",1,0,0,1,0,0
"MYL4",1,1,1,0,1,1
"ITGB3",0,0,0,0,3,7
"AC068234.2",0,0,0,0,2,1
"EFCAB13",402,288,326,224,321,184
"AC040934.1",23,14,21,10,15,22
"MRPL45P2",60,72,79,57,87,58
"NPEPPS",3266,2204,2406,2675,3508,3101
"AC025682.1",23,25,26,26,36,25
"KPNB1",8393,6894,7496,12089,17258,19353
"AC015674.1",6,7,3,8,4,9
"TBKBP1",1008,509,914,404,670,1094
"TBX21",1779,655,601,1488,1867,2755
"AC003665.1",2085,1472,1832,1299,1546,1514
"MRPL10",1333,1005,1248,1151,1384,1497
"LRRC46",47,23,49,20,35,49
"SCRN2",1057,916,1152,630,855,919
"SP6",2,4,0,4,2,2
"AC018521.7",1,3,3,0,1,4
"AC018521.5",36,35,41,37,30,37
"SP2",1627,1462,1483,1178,1634,1507
"SP2-AS1",8,12,10,20,36,37
"AC018521.6",1,1,0,1,0,0
"PNPO",458,456,359,480,762,860
"AC018521.1",0,1,0,0,2,0
"AC018521.2",2,0,0,0,0,0
"CDK5RAP3",4162,3054,3569,2356,3270,2627
"AC018521.4",0,2,0,0,0,0
"COPZ2",33,30,14,24,26,43
"MIR152",0,0,0,0,0,0
"AC004477.1",25,30,48,21,26,44
"NFE2L1",3244,2688,2641,3634,4166,4724
"AC004477.2",0,0,0,0,1,0
"AC004477.3",9,4,8,2,4,1
"CBX1",1986,1497,1481,1866,2413,2196
"RNU6-1201P",1,0,0,0,1,0
"SNX11",728,445,573,1184,1038,1311
"SKAP1",2475,2059,1951,1902,2098,1696
"MIR1203",1,0,2,3,4,0
"SKAP1-AS1",0,0,0,0,0,0
"RNU6-1152P",10,7,6,6,7,0
"AC090627.1",0,0,1,0,0,0
"AC036222.2",2,2,1,2,4,1
"AC036222.1",0,0,0,0,0,0
"HOXB2",492,676,601,480,1237,509
"HOXB-AS1",103,207,155,112,187,135
"HOXB3",350,285,229,265,386,156
"HOXB-AS3",5,18,9,9,13,1
"HOXB-AS2",0,0,0,0,1,0
"HOXB4",160,134,104,174,256,112
"AC103702.1",1,1,0,0,0,1
"HOXB5",0,0,0,0,0,0
"HOXB6",0,0,2,1,1,2
"HOXB7",3,3,12,6,8,5
"HOXB8",0,0,1,2,1,3
"HOXB9",12,5,2,24,19,27
"HOXB-AS4",0,0,0,0,0,0
"MIR196A1",0,1,0,1,0,0
"AC103702.2",29,6,8,9,3,7
"LINC02086",46,15,23,31,12,16
"RPL9P28",0,0,2,1,1,1
"TTLL6",0,0,0,0,4,0
"CALCOCO2",3562,2764,2919,4236,6108,4441
"SUMO2P17",12,12,8,16,31,15
"AC068531.1",1,0,0,0,0,2
"ATP5MC1",812,596,669,1050,1227,1906
"AC091133.5",5,2,2,2,5,9
"UBE2Z",4583,3884,3788,4515,5815,5288
"SNF8",1288,995,959,1238,1538,1752
"AC091133.1",51,44,48,44,40,43
"AC091133.2",0,0,0,0,0,0
"IGF2BP1",0,0,0,1,1,1
"AC069454.1",0,0,0,0,0,0
"GNGT2",138,86,64,266,235,279
"ABI3",781,485,434,1072,1080,1251
"PHOSPHO1",2,1,0,0,2,1
"AC004797.1",3,0,0,1,3,0
"MIR6129",1,0,1,0,0,1
"ZNF652",2865,2052,2217,1596,2097,1385
"AC091180.2",81,42,42,57,54,57
"AC091180.5",60,47,48,54,40,56
"AC091180.4",58,54,49,45,61,43
"AC091180.1",0,0,0,0,2,0
"PHB",1938,1538,1421,2728,3826,5521
"AC091180.3",0,0,0,3,1,1
"EIF4EP2",17,16,9,31,44,34
"NGFR",7,2,1,0,3,2
"NXPH3",0,0,0,0,10,1
"SPOP",2996,2373,2464,2160,3073,2424
"SLC35B1",947,637,718,970,1272,1328
"AC015795.1",0,0,1,2,2,0
"FAM117A",3877,2703,3297,2416,2776,2511
"KAT7",2989,2467,2410,2311,3043,2294
"SRP14P3",3,2,5,4,1,3
"AC027801.4",7,4,12,8,6,7
"FLJ45513",180,86,123,107,102,97
"AC027801.3",0,0,0,1,0,0
"AC027801.2",0,0,0,0,0,0
"DLX4",39,35,50,17,30,28
"DLX3",5,2,4,1,6,2
"PICART1",2,0,0,0,1,1
"ITGA3",321,265,261,212,379,320
"AC002401.4",1,0,0,0,0,2
"PDK2",863,836,905,670,853,830
"SAMD14",5,3,2,25,17,15
"PPP1R9B",4862,3158,2882,3237,3678,3322
"AC002401.1",0,0,1,0,0,1
"AC015909.2",3,3,1,0,0,1
"AC015909.3",5,2,1,4,4,6
"SGCA",0,1,0,2,2,4
"COL1A1",14,13,29,2,6,10
"SUMO2P7",0,0,1,0,0,0
"TMEM92",0,0,0,0,0,0
"TMEM92-AS1",0,0,0,1,0,0
"XYLT2",1634,1428,1511,888,1159,1040
"AC015909.5",14,12,11,12,27,9
"MRPL27",430,343,356,540,638,904
"EME1",44,30,36,281,292,442
"LRRC59",1156,908,956,1734,2299,3026
"AC004707.1",0,0,0,0,0,0
"ACSF2",297,173,248,248,275,269
"CHAD",0,0,0,1,0,0
"AC021491.4",5,0,1,5,1,0
"RSAD1",3409,2633,2865,2081,2825,2574
"MYCBPAP",20,27,40,31,24,23
"EPN3",0,0,0,0,0,1
"AC021491.2",7,2,10,4,3,7
"SPATA20",1355,583,1020,1258,919,1307
"CACNA1G",3,1,1,4,0,4
"ABCC3",0,0,2,0,0,0
"ANKRD40",1964,1510,1740,1601,2326,2228
"AC005921.2",0,0,1,0,0,0
"LUC7L3",18235,14526,16877,11298,18049,11906
"AC005921.3",15,17,12,20,29,3
"AC005921.4",1,2,0,0,0,0
"WFIKKN2",1,0,0,0,1,0
"RPL5P33",0,0,0,0,0,1
"TOB1",2984,2034,1883,1344,1542,957
"TOB1-AS1",74,85,60,46,64,44
"AC005920.1",11,5,6,2,6,4
"AC005920.3",2,1,1,0,0,0
"SPAG9",1974,1333,1611,1903,2549,1770
"NME1",164,120,94,661,981,1881
"NME1-NME2",4,4,0,8,17,23
"NME2",595,576,466,638,894,1294
"MBTD1",2311,1749,1952,1333,2185,1281
"AC005839.1",131,141,119,84,152,76
"AC006141.1",8,15,3,7,17,2
"UTP18",2172,1642,1634,1853,2606,2373
"LINC02071",0,0,0,0,0,0
"AC005823.2",0,0,0,0,0,0
"AC005823.1",0,0,0,0,0,0
"LINC02073",4,1,2,4,8,5
"RPL7P48",2,2,1,2,1,3
"MTCO1P40",27,28,28,38,32,23
"RPS2P48",3,1,1,1,1,3
"AC023934.1",0,0,0,0,0,1
"TOM1L1",0,0,1,0,1,5
"COX11",2018,1526,1793,1156,1591,1227
"AC007485.2",447,341,385,223,366,217
"STXBP4",343,325,308,242,421,234
"HLF",16,10,9,25,13,11
"MMD",197,168,234,421,561,520
"SMIM36",0,0,0,0,0,0
"AC105021.1",1,1,0,0,0,0
"TMEM100",0,0,0,0,0,0
"PCTP",155,134,123,194,254,264
"AC090618.1",0,0,0,0,0,0
"AC006600.2",0,0,0,0,0,0
"NOG",3602,3434,4366,1251,2349,1541
"C17orf67",380,303,318,194,277,224
"AC106858.1",12,19,13,15,23,8
"DGKE",2464,1888,2049,1340,2029,1384
"TRIM25",2890,2395,2281,2391,3540,3072
"RNU6-1158P",0,0,0,3,0,0
"AC015912.2",1,0,0,2,2,1
"AC015912.3",1,0,8,3,3,1
"COIL",1007,715,881,783,1078,940
"SCPEP1",673,493,583,465,573,495
"AC004584.3",0,3,2,0,1,2
"RNF126P1",0,0,0,0,0,0
"AC007114.1",16,9,24,4,8,16
"AKAP1",1642,1385,1433,961,1482,1707
"AC003950.1",0,0,0,0,0,2
"MSI2",3727,3012,3331,2532,3658,2313
"AC091181.1",20,19,17,10,12,13
"AC015883.1",4,5,3,4,8,1
"AC007431.3",4,3,1,3,6,0
"AC007431.1",0,0,0,0,0,0
"RN7SL449P",0,0,3,1,1,0
"CCDC182",0,0,0,0,0,0
"AC015845.2",3,4,2,1,10,6
"RN7SKP94",0,0,0,0,0,0
"MRPS23",974,774,698,1014,1307,1761
"CUEDC1",9,4,5,0,1,0
"VEZF1",3639,2841,2931,2218,3308,2206
"AC015813.7",0,1,0,1,0,1
"AC015813.2",8,4,7,8,5,2
"AC015813.1",1534,1143,1153,1027,1294,951
"SRSF1",3286,2057,2589,3979,5867,4474
"AC015813.5",2,1,3,12,10,25
"AC015813.8",1,1,0,1,0,0
"AC015813.3",0,0,0,0,0,1
"DYNLL2",5210,4151,4063,4107,6064,5119
"AC015813.6",1124,698,755,694,1001,620
"OR4D1",182,157,142,67,106,43
"OR4D2",0,1,0,0,0,0
"EPX",0,0,2,0,0,0
"AC005962.1",27,14,26,17,16,19
"MKS1",548,429,522,406,499,549
"LPO",0,0,1,0,0,1
"MPO",16,7,58,0,0,0
"TSPOAP1",1609,867,1561,2123,1980,2117
"TSPOAP1-AS1",3300,2279,1890,4390,4975,3334
"AC004687.1",2755,1989,2203,2174,2904,2554
"MIR4736",0,0,0,0,0,0
"SUPT4H1",295,221,232,212,279,379
"AC004687.2",13,17,10,7,7,8
"RNF43",58,42,35,27,36,43
"HSF5",146,105,114,148,263,245
"SETP3",5,0,3,4,14,12
"MTMR4",3082,2810,2945,2961,4487,4001
"SEPT4-AS1",15,5,3,7,9,0
"SEPT4",119,95,77,13,30,27
"C17orf47",0,0,0,0,0,0
"TEX14",25,35,65,15,18,17
"AC011195.2",0,0,0,0,0,0
"RAD51C",475,375,412,666,790,1051
"AC025521.1",1,0,1,1,1,0
"PPM1E",0,0,0,0,0,1
"AC100832.2",0,0,0,0,0,0
"TRIM37",1019,766,815,1015,1254,1115
"RN7SL716P",0,1,0,0,0,0
"AC099850.1",13,9,21,13,26,21
"SKA2",351,238,256,564,747,672
"RNU2-58P",0,0,0,0,2,0
"MIR454",0,0,0,1,0,0
"PRR11",13,7,7,248,210,249
"SMG8",798,632,666,703,899,845
"GDPD1",112,95,88,87,103,70
"SNRPGP17",0,0,0,1,0,2
"YPEL2",2107,1879,1915,869,1532,951
"AC091059.2",4,2,1,4,4,0
"MIR4729",0,1,1,0,2,0
"AC091059.1",1,0,0,0,0,0
"LINC01476",0,0,0,0,0,0
"DHX40",1378,996,1063,840,1212,998
"AC091271.1",12,6,22,17,17,27
"CLTC",4967,3731,3943,5506,7137,6567
"PTRH2",507,374,417,438,587,696
"VMP1",1304,916,1041,2843,2882,2485
"AC040904.1",0,1,0,1,1,0
"RNU6-450P",0,0,0,1,0,0
"TUBD1",760,650,756,453,740,566
"NDUFB8P2",1,0,0,0,1,0
"RPS6KB1",2255,1651,1820,1569,2422,1676
"RPS29P21",0,1,0,1,0,1
"AC005702.1",0,0,0,0,0,0
"RNFT1",994,588,786,644,743,526
"RNFT1-DT",1,7,1,5,2,9
"DHX40P1",0,0,0,0,0,0
"TBC1D3P1",0,0,0,0,0,0
"MIR4737",0,2,0,3,1,4
"HEATR6",794,728,694,663,813,709
"AC005702.2",3,1,0,0,3,1
"AC025048.4",0,0,0,0,1,2
"WFDC21P",0,0,0,2,0,0
"AC025048.6",3,2,3,2,2,2
"AC025048.2",60,46,78,75,74,70
"USP32",1320,991,992,995,1350,973
"SCARNA20",2,1,0,0,1,1
"AC104763.1",1,5,0,2,2,2
"C17orf64",0,1,2,0,0,2
"RPL12P38",1,1,1,0,1,5
"APPBP2",2268,1613,1926,1492,2040,1354
"AC011921.3",0,0,0,0,0,0
"AC011921.1",18,13,9,13,6,4
"LINC01999",0,0,0,0,0,0
"PPM1D",807,541,611,518,787,602
"BCAS3",803,677,698,552,642,512
"RN7SL606P",1,1,0,0,1,0
"AC110602.1",0,1,0,0,0,0
"KRT18P61",0,1,0,0,0,0
"HMGN1P28",0,0,1,0,0,0
"RN7SL448P",0,0,0,2,0,0
"AC005884.1",0,0,0,0,0,0
"AC005884.2",0,0,0,0,1,0
"RPL23AP74",14,10,16,12,17,14
"AC005856.1",0,0,0,0,1,0
"AC005746.1",9,12,9,7,6,4
"TBX2-AS1",0,1,0,0,0,0
"TBX2",0,0,0,0,1,1
"C17orf82",0,0,0,0,0,0
"NACA2",7,7,4,7,2,2
"BRIP1",52,24,36,379,353,402
"INTS2",1049,715,825,940,1270,923
"MED13",3793,2819,2750,2810,4564,2761
"AC018628.1",81,50,72,53,89,31
"POLRMTP1",3,96,43,2,96,52
"AC053481.3",0,0,0,0,0,0
"TBC1D3P2",0,0,0,0,0,1
"AC053481.2",0,0,0,0,0,0
"EFCAB3",0,0,0,0,0,0
"AC008026.2",0,0,0,1,0,0
"RPS23P7",0,0,0,1,0,0
"METTL2A",338,251,278,351,427,560
"TLK2",1489,1127,1222,990,1389,1121
"AC008026.1",17,16,15,14,11,28
"AC008026.3",3,3,3,4,8,1
"AC080038.3",4,1,8,2,7,4
"AC080038.2",2,3,5,12,16,22
"AC080038.1",161,143,145,397,570,655
"AC080038.4",0,0,0,0,0,0
"RNU6-446P",0,0,0,1,3,0
"AC005821.1",8,2,1,1,6,2
"MARCH10",36,11,12,1,1,1
"AC068512.1",0,0,0,0,0,0
"AC005972.3",0,0,1,0,1,0
"TANC2",1044,950,735,587,1065,557
"AC006270.2",0,1,0,0,1,0
"AC005828.7",0,0,1,0,0,0
"AC005828.1",0,0,0,0,0,0
"AC005828.3",0,2,0,0,0,0
"AC005828.6",2,2,0,2,5,1
"AC005828.4",4,0,2,1,2,0
"CYB561",988,586,457,591,725,562
"PPIAP55",1,0,0,0,2,2
"ACE",113,79,66,52,52,15
"KCNH6",0,0,0,0,0,0
"DCAF7",5231,4229,4001,4645,6019,5065
"TACO1",497,359,396,449,609,766
"AC046185.2",0,0,0,0,0,0
"MAP3K3",3635,3340,3109,2068,2819,2271
"EEF1DP7",3,6,5,6,0,2
"STRADA",634,493,527,605,623,556
"LIMD2",18530,14658,16613,12346,17343,15691
"AC046185.3",2226,1858,2106,1295,1959,1784
"CCDC47",1832,1370,1381,1970,2672,2678
"DDX42",7523,5970,6306,5092,7271,6022
"FTSJ3",2455,1880,2154,2120,2896,3695
"PSMC5",4296,3255,3428,3870,4869,5433
"SMARCD2",3425,2618,2914,2791,3466,3477
"TCAM1P",3,0,1,3,2,2
"GH1",0,0,1,0,1,1
"CD79B",185,133,182,204,256,287
"SCN4A",1,3,1,1,4,1
"PRR29-AS1",18,13,10,8,4,9
"PRR29",30,10,10,6,7,7
"ICAM2",3610,2856,2655,2318,3429,2980
"ERN1",1140,2260,876,772,1969,524
"SNHG25",44,38,38,25,26,51
"SNORD104",61,76,57,53,74,110
"TEX2",881,779,747,796,1147,1015
"RPL31P57",0,0,1,0,0,0
"PECAM1",6312,7230,5968,4167,7368,4418
"AC234063.1",0,0,1,0,0,0
"MILR1",0,0,2,0,1,1
"POLG2",1766,1390,1519,893,1349,985
"ATP5MFP4",0,0,0,0,0,0
"DDX5",79496,56838,74359,41298,51251,46129
"CEP95",3778,3027,3457,2075,2897,2387
"SMURF2",1602,1168,1340,1017,1574,1057
"MICOS10P2",2,3,1,6,1,1
"ARHGAP27P1-BPTFP1-KPNA2P3",892,574,400,388,517,200
"AC132812.1",1,0,2,1,1,1
"AC103810.3",56,51,43,29,40,31
"PLEKHM1P1",1704,1442,1145,827,1182,714
"MIR6080",0,1,0,0,0,0
"RNU7-115P",3,0,0,1,1,0
"LRRC37A3",49,36,29,43,39,33
"AC103810.2",0,3,0,0,0,0
"AC103810.1",9,8,8,8,6,10
"AC037487.4",0,0,0,0,2,0
"AC037487.1",0,0,0,0,0,2
"AC037487.3",0,0,0,0,0,0
"SLC16A6P1",8,1,1,4,1,6
"AMZ2P1",322,236,314,401,447,322
"GNA13",5683,3460,3981,4450,6531,3663
"RGS9",158,73,39,77,66,31
"AXIN2",557,649,590,161,349,237
"AC004805.1",0,0,0,0,1,1
"CEP112",17,16,7,41,43,19
"PSMD7P1",0,1,0,0,0,1
"APOH",1,0,0,0,0,0
"PRKCA",7025,6218,6412,3430,5071,4125
"RN7SL735P",1,3,0,1,2,3
"RNU6-928P",0,2,1,0,3,0
"RNA5SP445",0,2,0,0,0,0
"AC006947.1",4,3,2,2,1,1
"MIR634",0,0,0,0,0,0
"CACNG4",1,0,0,0,0,0
"AC005544.1",0,3,0,0,1,0
"AC005544.2",0,0,0,0,0,1
"HELZ",3605,2942,3095,2602,3909,2550
"AC007448.2",0,0,0,0,0,0
"RPL36AP48",0,0,0,0,0,1
"AC007448.4",1,1,1,1,2,0
"AC007448.3",1,4,6,2,1,2
"PSMD12",1460,1016,1172,1639,2342,2333
"PITPNC1",4823,3749,4661,2405,3156,2810
"RN7SL756P",0,0,2,0,0,0
"MIR548AA2",3,4,0,1,1,3
"AC110921.1",1,3,1,0,0,1
"AC079331.2",38,34,28,15,26,20
"AC079331.1",11,12,8,7,9,3
"NOL11",3251,2177,2353,2755,4010,3627
"SNORA38B",1,3,2,2,3,2
"RPL17P41",0,0,0,0,0,0
"BPTF",6073,5335,4861,3837,5831,3568
"AC134407.2",7,13,7,5,8,1
"AC134407.3",36,34,28,23,30,13
"RN7SL622P",0,0,0,0,0,0
"C17orf58",10,10,14,109,109,103
"KPNA2",485,408,415,1900,2270,3299
"FBXO36P1",1,1,0,0,0,0
"AC145343.1",0,0,0,1,0,0
"LINC00674",101,78,90,75,84,65
"LRRC37A16P",1,3,1,0,1,0
"AC005332.6",1189,1104,1174,745,1041,722
"AC005332.3",176,108,136,81,100,79
"AC005332.5",566,430,462,251,341,266
"SH3GL1P3",0,0,0,0,0,0
"AC005332.7",45,36,41,23,39,20
"AC005332.2",206,139,189,66,176,66
"ARHGAP27P2",14,1,10,5,4,3
"AC005332.4",505,291,394,355,419,377
"AC005332.1",3,9,4,5,7,1
"AMZ2",2439,1796,2014,2145,2651,2305
"ARSG",236,215,245,212,268,162
"SLC16A6",199,90,171,184,117,149
"AC007780.1",52,69,62,52,79,46
"WIPI1",132,74,61,228,217,174
"MIR635",5,1,0,8,6,5
"PRKAR1A",5460,3584,3827,5338,7033,4646
"FAM20A",0,0,1,0,0,2
"AC079210.1",4,4,0,2,5,0
"LINC01482",0,0,0,0,1,1
"ABCA8",1,0,0,0,1,0
"ABCA9-AS1",0,0,0,0,0,0
"ABCA9",26,35,22,10,15,11
"ABCA6",21,19,21,15,16,7
"SEC24AP1",0,0,0,0,2,0
"ABCA10",99,88,106,85,106,94
"AC005495.1",1,1,3,1,3,0
"ABCA5",2023,1599,1978,1339,2055,1368
"MAP2K6",1359,1137,1051,244,388,201
"AC015920.1",5,9,0,0,4,0
"LINC01483",2,3,2,0,1,0
"AC002545.1",1,0,0,0,0,0
"LINC01497",0,0,0,0,0,0
"KCNJ16",0,0,1,0,0,0
"KCNJ2-AS1",0,0,0,0,0,0
"KCNJ2",0,0,0,0,0,0
"CALM2P1",0,0,0,0,0,0
"MYL6P5",0,0,0,0,0,0
"ROCR",1,0,0,0,0,1
"LINC01152",1,0,0,0,0,0
"SOX9-AS1",0,0,1,0,0,0
"LINC00511",2,0,0,1,1,0
"SLC39A11",294,222,243,301,358,287
"RN7SKP180",3,2,1,0,0,0
"AC025198.1",3,2,4,0,5,1
"POLR3KP2",0,0,0,1,0,0
"SSTR2",0,0,0,5,4,6
"COG1",3011,2333,2157,1726,2305,1697
"AC097641.2",42,30,25,17,13,7
"FAM104A",2305,1483,1447,1549,1912,1432
"C17orf80",1278,892,890,990,1256,1013
"AC087301.1",11,6,6,8,6,3
"CPSF4L",0,0,0,0,0,0
"CDC42EP4",27,9,11,8,10,8
"SDK2",810,903,571,228,310,108
"AC125421.1",0,1,0,0,0,0
"LINC00469",4,1,0,1,0,0
"RPL38",20817,17047,17367,13143,15501,18725
"AC100786.1",28,17,13,7,8,7
"TTYH2",743,408,339,210,238,205
"DNAI2",57,12,12,24,12,9
"KIF19",121,21,25,28,9,18
"BTBD17",4,0,0,0,0,1
"GPR142",0,0,0,0,0,1
"GPRC5C",4,0,0,2,4,2
"CD300A",1679,834,357,373,423,148
"CD300LB",2,0,1,1,1,0
"CD300C",1,0,0,3,10,2
"CD300LD",0,0,0,0,0,0
"C17orf77",0,0,0,0,0,0
"CD300E",2,0,0,0,0,0
"RAB37",1865,1050,1137,1022,1046,831
"AC064805.2",3,1,0,0,0,0
"CD300LF",4,1,1,0,1,6
"AC016888.1",1,0,0,0,2,0
"SLC9A3R1",6685,4407,4735,3545,3883,3791
"NAT9",1859,1450,1595,1140,1801,1603
"TMEM104",745,560,560,507,671,667
"GRIN2C",1,0,0,1,1,1
"FDXR",234,180,217,281,288,341
"AC087651.1",0,0,0,0,1,1
"USH1G",0,0,0,0,0,0
"HID1",369,260,389,149,186,221
"CDR2L",2,6,4,6,4,16
"MRPL58",698,511,626,636,782,959
"KCTD2",2028,1581,1681,1393,1682,1577
"ATP5PD",2826,1964,2073,2177,2306,2636
"RN7SL573P",0,0,0,0,0,0
"AC111186.1",0,0,0,0,0,0
"TRIM80P",0,0,0,0,0,0
"SLC16A5",196,355,245,104,214,89
"ARMC7",585,461,428,417,443,404
"NT5C",1222,810,1046,884,1174,1334
"AC022211.4",7,15,4,10,10,6
"JPT1",969,689,671,1093,1130,1452
"AC022211.3",8,8,9,8,10,4
"AC022211.1",20,12,6,11,10,4
"SUMO2",2375,1744,1736,2720,3602,3172
"NUP85",2098,2592,1856,1885,3170,2542
"GGA3",4135,3441,3478,3273,4308,4025
"MRPS7",1364,967,1161,1427,1909,2525
"MIF4GD",1086,746,872,809,890,883
"AC022211.2",126,76,113,102,55,75
"SLC25A19",464,361,355,573,809,1281
"GRB2",6038,4596,5169,4920,6258,6165
"AC011933.1",1,1,2,0,1,4
"AC011933.2",19,16,18,31,29,9
"MIR3678",0,0,0,0,0,0
"TMEM94",3437,3005,3139,2235,3223,2417
"CASKIN2",33,19,27,68,64,111
"TSEN54",3204,1817,2185,1826,1819,2101
"LLGL2",1675,1080,919,879,945,768
"MYO15B",7996,8257,9580,4101,6521,5482
"RECQL5",1503,1261,1497,1360,1667,1551
"SMIM5",35,40,53,27,41,38
"SMIM6",1,0,0,0,0,1
"SAP30BP",2569,2010,2192,1978,2351,2454
"ITGB4",23,22,27,26,33,20
"GALK1",322,239,259,265,237,384
"H3F3B",11596,7736,9575,11211,12362,13709
"UNK",2403,2079,2120,1728,2215,2013
"AC087289.2",9,6,12,5,8,3
"UNC13D",6534,5058,4956,4432,5171,5038
"WBP2",4293,3642,4396,2997,3898,3830
"AC087289.1",148,159,147,104,181,207
"AC087289.6",7,13,15,10,12,9
"TRIM65",2867,2411,2348,1376,2080,1875
"AC087289.3",3,6,8,2,1,1
"MRPL38",887,674,704,536,710,724
"AC087289.4",4,14,11,10,7,9
"FBF1",801,692,845,674,987,853
"ACOX1",1226,863,1010,1075,1346,1192
"AC087289.5",0,0,0,0,0,0
"TEN1-CDK3",107,69,66,57,81,65
"TEN1",3,1,0,2,6,3
"CDK3",37,46,35,23,34,39
"EVPL",318,263,31,99,135,8
"SRP68",3028,2449,2423,2689,3370,3480
"ZACN",3,3,6,11,2,13
"GALR2",0,1,2,4,4,6
"EXOC7",6530,5670,5407,4291,6020,5055
"AC018665.1",0,0,0,1,1,1
"FOXJ1",89,61,123,32,63,92
"RNF157-AS1",981,982,1138,184,330,323
"RNF157",2195,2292,2734,944,1654,2186
"ATP5MGP6",3,4,2,1,2,1
"ATF4P3",12,5,7,5,5,9
"UBALD2",1827,1363,1856,1170,1582,2222
"QRICH2",505,398,477,230,347,319
"PRPSAP1",1562,1062,1245,1183,1345,1237
"AC090699.1",0,0,0,0,0,0
"SPHK1",25,15,26,37,40,100
"UBE2O",2415,2095,2189,1481,1975,1985
"RPL7P49",7,3,0,3,7,3
"AANAT",5,2,2,2,0,2
"RHBDF2",2095,1269,1084,1129,1188,954
"CYGB",20,7,4,9,7,8
"PRCD",118,53,11,76,67,26
"AC015802.4",32,35,33,24,19,23
"AC015802.3",33,5,4,12,11,5
"AC015802.5",11,9,8,10,8,1
"SNHG16",1430,979,991,1281,1702,2330
"SNORD1B",4,0,2,3,1,5
"AC015802.6",10,2,6,4,1,2
"ST6GALNAC2",33,13,15,3,3,5
"AC015802.1",0,0,0,2,2,2
"ST6GALNAC1",1,0,1,1,1,0
"AC005837.1",19,7,16,15,13,20
"MXRA7",453,254,261,291,225,218
"RNY4P36",0,3,0,1,0,0
"AC005837.3",0,0,0,0,0,0
"JMJD6",1509,1064,1167,1086,1401,1455
"METTL23",1658,1174,1344,1093,1322,1267
"SRSF2",12093,8742,9648,11420,16171,15842
"MFSD11",808,632,662,763,1097,805
"RNU6-97P",4,6,6,4,10,1
"LINC02080",9,7,3,14,22,12
"LINC00868",0,1,0,1,4,3
"MGAT5B",28,22,29,491,397,506
"AC016168.2",31,16,10,73,94,49
"AC016168.1",21,19,8,95,98,46
"AC016168.3",8,10,2,34,40,13
"SNHG20",454,315,456,355,439,533
"SEC14L1",1242,1062,1274,1602,1984,2392
"SEPT9",18537,15234,15965,12206,15152,13813
"AC111182.1",57,44,74,23,17,17
"AC111170.3",124,120,104,100,123,49
